9188.83 0 1 0 0
9188.85 0 1 0 0
9188.86 0 1 0 0
9188.88 0 1 0 0
9188.90 0 1 0 0
9188.91 0 1 0 0
9188.93 0 1 0 0
9188.95 0 1 0 0
9188.96 0 1 0 0
9188.98 0 1 0 0
9189.00 0 1 0 0
9189.01 0 1 0 0
9189.03 0 1 0 0
9189.05 0 1 0 0
9189.06 0 1 0 0
9189.08 0 1 0 0
9189.10 0 1 0 0
9189.11 0 1 0 0
9189.13 0 1 0 0
9189.14 0 1 0 0
9189.16 0 1 0 0
9189.18 0 1 0 0
9189.20 0 1 0 0
9189.22 0 1 0 0
9189.23 0 1 0 0
9189.25 0 1 0 0
9189.27 0 1 0 0
9189.28 0 1 0 0
9189.30 0 1 0 0
9189.31 0 1 0 0
9189.33 0 1 0 0
9189.35 0 1 0 0
9189.36 0 1 0 0
9189.38 0 1 0 0
9189.40 0 1 0 0
9189.41 0 1 0 0
9189.43 0 1 0 0
9189.45 0 1 0 0
9189.46 0 1 0 0
9189.48 0 1 0 0
9189.50 0 1 0 0
9189.51 0 1 0 0
9189.53 0 1 0 0
9189.55 0 1 0 0
9189.56 0 1 0 0
9189.58 0 1 0 0
9189.60 0 1 0 0
9189.61 0 1 0 0
9189.63 0 1 0 0
9189.65 0 1 0 0
9189.66 0 1 0 0
9189.68 0 1 0 0
9189.70 0 1 0 0
9189.71 0 1 0 0
9189.73 0 1 0 0
9189.75 0 1 0 0
9189.77 0 1 0 0
9189.78 0 1 0 0
9189.80 0 1 0 0
9189.81 0 1 0 0
9189.83 0 1 0 0
9189.85 0 1 0 0
9189.86 0 1 0 0
9189.88 0 1 0 0
9189.90 0 1 0 0
9189.91 0 1 0 0
9189.93 0 1 0 0
9189.95 0 1 0 0
9189.96 0 1 0 0
9189.98 0 1 0 0
9190.00 0 1 0 0
9190.01 0 1 0 0
9190.03 0 1 0 0
9190.05 0 1 0 0
9190.06 0 1 0 0
9190.08 0 1 0 0
9190.10 0 1 0 0
9190.11 0 1 0 0
9190.13 0 1 0 0
9190.15 0 1 0 0
9190.16 0 1 0 0
9190.18 0 1 0 0
9190.20 0 1 0 0
9190.21 0 1 0 0
9190.23 0 1 0 0
9190.25 0 1 0 0
9190.27 0 1 0 0
9190.28 0 1 0 0
9190.30 0 1 0 0
9190.32 0 1 0 0
9190.33 0 1 0 0
9190.34 0 1 0 0
9190.36 0 1 0 0
9190.38 0 1 0 0
9190.40 0 1 0 0
9190.41 0 1 0 0
9190.43 0 1 0 0
9190.45 0 1 0 0
9190.46 0 1 0 0
9190.48 0 1 0 0
9190.50 0 1 0 0
9190.51 0 1 0 0
9190.53 0 1 0 0
9190.55 0 1 0 0
9190.56 0 1 0 0
9190.58 0 1 0 0
9190.60 0 1 0 0
9190.61 0 1 0 0
9190.63 0 1 0 0
9190.65 0 1 0 0
9190.66 0 1 0 0
9190.68 0 1 0 0
9190.70 0 1 0 0
9190.71 0 1 0 0
9190.73 0 1 0 0
9190.75 0 1 0 0
9190.77 0 1 0 0
9190.78 0 1 0 0
9190.80 0 1 0 0
9190.82 0 1 0 0
9190.84 0 1 0 0
9190.85 0 1 0 0
9190.86 0 1 0 0
9190.88 0 1 0 0
9190.90 0 1 0 0
9190.91 0 1 0 0
9190.93 0 1 0 0
9190.95 0 1 0 0
9190.96 0 1 0 0
9190.98 0 1 0 0
9191.00 0 1 0 0
9191.01 0 1 0 0
9191.03 0 1 0 0
9191.05 0 1 0 0
9191.06 0 1 0 0
9191.08 0 1 0 0
9191.10 0 1 0 0
9191.11 0 1 0 0
9191.13 0 1 0 0
9191.15 0 1 0 0
9191.16 0 1 0 0
9191.18 0 1 0 0
9191.20 0 1 0 0
9191.21 0 1 0 0
9191.23 0 1 0 0
9191.25 0 1 0 0
9191.27 0 1 0 0
9191.28 0 1 0 0
9191.30 0 1 0 0
9191.32 0 1 0 0
9191.33 0 1 0 0
9191.35 0 1 0 0
9191.36 0 1 0 0
9191.38 0 1 0 0
9191.40 0 1 0 0
9191.41 0 1 0 0
9191.43 0 1 0 0
9191.45 0 1 0 0
9191.46 0 1 0 0
9191.48 0 1 0 0
9191.50 0 1 0 0
9191.51 0 1 0 0
9191.53 0 1 0 0
9191.55 0 1 0 0
9191.56 0 1 0 0
9191.58 0 1 0 0
9191.60 0 1 0 0
9191.61 0 1 0 0
9191.63 0 1 0 0
9191.65 0 1 0 0
9191.66 0 1 0 0
9191.68 0 1 0 0
9191.70 0 1 0 0
9191.71 0 1 0 0
9191.73 0 1 0 0
9191.75 0 1 0 0
9191.77 0 1 0 0
9191.78 0 1 0 0
9191.80 0 1 0 0
9191.85 1 2 0 5
9191.86 1 2 0 5
9191.88 1 2 0 5
9191.90 1 2 0 5
9191.91 1 2 0 5
9191.93 1 2 0 5
9191.95 1 2 0 5
9191.96 1 2 0 5
9191.98 1 2 0 5
9192.00 1 2 0 5
9192.01 1 2 0 5
9192.03 1 2 0 5
9192.05 1 2 0 5
9192.06 1 2 0 5
9192.08 1 2 0 5
9192.10 1 2 0 5
9192.11 1 2 0 5
9192.13 1 2 0 5
9192.15 1 2 0 5
9192.16 1 2 0 5
9192.18 1 2 0 5
9192.20 1 2 0 5
9192.21 1 2 0 5
9192.23 1 2 0 5
9192.25 1 2 0 5
9192.27 1 2 0 5
9192.28 1 2 0 5
9192.30 1 2 0 5
9192.32 1 2 0 5
9192.33 1 2 0 5
9192.35 1 2 0 5
9192.36 1 2 0 5
9192.38 1 2 0 5
9192.40 1 2 0 5
9192.41 1 2 0 5
9192.43 1 2 0 5
9192.45 1 2 0 5
9192.46 1 2 0 5
9192.48 1 2 0 5
9192.50 1 2 0 5
9192.51 1 2 0 5
9192.53 1 2 0 5
9192.55 1 2 0 5
9192.56 1 2 0 5
9192.58 1 2 0 5
9192.60 1 2 0 5
9192.61 1 2 0 5
9192.63 1 2 0 5
9192.65 1 2 0 5
9192.66 1 2 0 5
9192.68 1 2 0 5
9192.70 1 2 0 5
9192.71 1 2 0 5
9192.73 1 2 0 5
9192.75 1 2 0 5
9192.77 1 2 0 5
9192.78 1 2 0 5
9192.80 1 2 0 5
9192.82 1 2 0 5
9192.83 1 2 0 5
9192.85 1 2 0 5
9192.86 1 2 0 5
9192.88 1 2 0 5
9192.90 1 2 0 5
9192.91 1 2 0 5
9192.93 1 2 0 5
9192.95 1 2 0 5
9192.96 1 2 0 5
9192.98 1 2 0 5
9193.00 1 2 0 5
9193.01 1 2 0 5
9193.03 1 2 0 5
9193.05 1 2 0 5
9193.06 1 2 0 5
9193.08 1 3 0 5
9193.10 1 3 0 5
9193.11 1 3 0 5
9193.13 1 3 0 5
9193.15 1 3 0 5
9193.16 1 3 0 5
9193.18 1 3 0 5
9193.20 1 3 0 5
9193.21 1 3 0 5
9193.23 1 3 0 5
9193.25 1 3 0 5
9193.27 1 3 0 5
9193.28 1 3 0 5
9193.30 1 3 0 5
9193.32 1 3 0 5
9193.33 1 3 0 5
9193.35 1 3 0 5
9193.36 1 3 0 5
9193.38 1 3 0 5
9193.40 1 3 0 5
9193.41 1 3 0 5
9193.43 1 3 0 5
9193.45 1 3 0 5
9193.46 1 3 0 5
9193.48 1 3 0 5
9193.50 1 3 0 5
9193.51 1 3 0 5
9193.53 1 3 0 5
9193.55 1 3 0 5
9193.56 1 3 0 5
9193.58 1 3 0 5
9193.60 1 3 0 5
9193.61 1 3 0 5
9193.63 1 3 0 5
9193.65 1 3 0 5
9193.66 1 3 0 5
9193.68 1 3 0 5
9193.70 1 3 0 5
9193.71 1 3 0 5
9193.73 1 3 0 5
9193.75 1 3 0 5
9193.77 1 3 0 5
9193.78 1 3 0 5
9193.80 1 3 0 5
9193.82 1 3 0 5
9193.84 1 3 0 5
9193.85 1 3 0 5
9193.86 1 3 0 5
9193.88 1 3 0 5
